cell,n_buildings,density
0134_0117,1437,14.27
0134_0122,24580,245.56
0134_0123,7397,73.99
0134_0124,1836,18.39
0134_0125,3724,37.34
0135_0071,1188,11.20
0135_0072,16560,156.33
0135_0073,39475,373.04
0135_0074,53840,509.31
0135_0075,40694,385.35
0135_0076,112852,1069.77
0135_0077,321984,3055.40
0135_0078,417984,3970.53
0135_0079,33427,317.87
0135_0080,13197,125.63
0135_0081,8164,77.80
0135_0082,10349,98.73
0135_0083,19409,185.35
0135_0084,33201,317.40
0135_0085,35703,341.69
0135_0086,103268,989.38
0135_0087,80585,772.90
0135_0088,30969,297.35
0135_0089,25557,245.66
0135_0090,21900,210.74
0135_0091,10872,104.73
0135_0111,3541,34.91
0135_0116,1870,18.54
0135_0121,22208,221.59
0135_0122,20011,199.92
0135_0125,4646,46.59
0136_0072,4149,39.17
0136_0073,43476,410.85
0136_0074,86603,819.24
0136_0075,24081,228.04
0136_0076,36194,343.10
0136_0077,60663,575.65
0136_0078,103591,984.04
0136_0079,25486,242.35
0136_0080,8226,78.31
0136_0081,30044,286.30
0136_0082,20206,192.76
0136_0083,14600,139.43
0136_0084,25486,243.65
0136_0085,27810,266.15
0136_0086,41597,398.53
0136_0087,167059,1602.29
0136_0088,88313,847.95
0136_0089,28827,277.09
0136_0090,6706,64.53
0136_0118,2644,26.28
0136_0121,11496,114.71
0136_0122,1096,10.95
0136_0125,5213,52.28
0137_0073,8197,77.46
0137_0074,2735,25.87
0137_0076,3438,32.59
0137_0077,22717,215.57
0137_0078,16542,157.14
0137_0081,3791,36.13
0137_0082,11786,112.43
0137_0083,20478,195.56
0137_0084,19567,187.06
0137_0085,26230,251.03
0137_0086,28554,273.57
0137_0087,103459,992.29
0137_0088,75329,723.28
0137_0089,30060,288.94
0137_0090,13987,134.59
0137_0110,2334,22.98
0137_0119,8422,83.83
0137_0120,2644,26.35
0137_0121,1758,17.54
0137_0123,1380,13.80
0137_0125,7705,77.27
0137_0126,2263,22.72
0138_0073,1828,17.27
0138_0082,13666,130.37
0138_0083,22767,217.42
0138_0084,24356,232.84
0138_0085,46887,448.73
0138_0086,38599,369.81
0138_0087,29353,281.53
0138_0088,7654,73.49
0138_0089,2739,26.33
0138_0090,5397,51.93
0138_0091,1093,10.53
0138_0110,1938,19.08
0138_0115,1275,12.63
0138_0125,3381,33.90
0138_0126,6121,61.46
0139_0082,5643,53.83
0139_0083,30090,287.35
0139_0084,36446,348.43
0139_0085,33227,317.99
0139_0086,31484,301.64
0139_0087,27656,265.25
0139_0113,1241,12.26
0139_0114,1905,18.85
0139_0115,2756,27.30
0139_0117,2300,22.84
0139_0125,2684,26.92
0139_0129,1816,18.30
0140_0083,44931,429.08
0140_0084,46923,448.59
0140_0085,40620,388.75
0140_0086,36109,345.95
0140_0087,25564,245.19
0140_0115,3795,37.59
0140_0116,7674,76.10
0140_0126,3738,37.53
0140_0127,1896,19.06
0140_0129,1288,12.98
0141_0083,11011,105.15
0141_0084,32339,309.16
0141_0085,38323,366.77
0141_0086,37741,361.59
0141_0087,13541,129.87
0141_0110,1620,15.95
0141_0116,1546,15.33
0141_0119,1848,18.39
0142_0084,33874,323.84
0142_0085,36016,344.69
0142_0086,30822,295.30
0142_0087,10490,100.61
0142_0118,3763,37.41
0143_0084,15861,151.63
0143_0085,52856,505.85
0143_0086,34164,327.32
0143_0118,2882,28.65
0143_0119,1027,10.22
0144_0084,7735,73.95
0144_0085,22358,213.97
0144_0086,10824,103.70
0144_0119,1564,15.57
0145_0085,3665,35.08
0145_0117,1086,10.78
0145_0131,40,0.40
0146_0116,4189,41.54
0146_0117,2956,29.35
0146_0119,1144,11.39
0147_0115,22449,222.36
0147_0116,5910,58.61
0147_0118,2841,28.24
0148_0115,9168,90.81
0148_0117,4820,47.86
0149_0116,1102,10.93
0150_0114,1339,13.25
0150_0115,1667,16.51
0151_0113,1030,10.18
0151_0114,1519,15.03
0151_0115,1353,13.40
0152_0113,1595,15.76
0152_0114,2970,29.38
0153_0111,1247,12.29
0153_0112,1304,12.87
0153_0115,2193,21.72
0154_0114,3684,36.45
0155_0114,4008,39.65
0155_0115,2041,20.22
0156_0112,1047,10.33
0156_0114,1403,13.88
0157_0112,1390,13.72
0158_0112,1132,11.17
